"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","dupe_dataset"
"BOTH",2186963,"7ddf754f-d193-4cc9-b351-99906754a03b","2186588",NA,NA,"Typhlodromus quercicolus Denmark, 1992","Denmark, 1992","Typhlodromus quercicolus","Typhlodromus","quercicolus",NA,"species",NA,"Denmark, H.A. A revision of the genus Typhlodromus Scheuten (Acari: Phytoseiidae). Occasional Papers of the Florida State Collection of Arthropods, USA, 7, 1–43. (1992).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","GBIF"
"BOTH",7969091,"2d59e5db-57ad-41ff-97d6-11f5fb264527","4338200",NA,NA,"Litarachna lopezae Pesic, Chatterjee, Alfaro & Schizas, 2014","Pesic, Chatterjee, Alfaro & Schizas, 2014","Litarachna lopezae","Litarachna","lopezae",NA,"species",NA,"Pesic, V.; Chatterjee, T.; Alfaro, M.; Schizas, N. (2014). A new species of Litarachna (Acari, Hydrachnidia, Pontarachnidae) from a Caribbean mesophotic coral ecosystem. <em>ZooKeys.</em> 425: 89-97.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Pontarachnidae","Litarachna","GBIF"
"BOTH",4541576,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","10153233","9789705","8888794","Atractides samsoni (Sokolow, 1936)","(Sokolow, 1936)","Atractides samsoni","Atractides","samsoni",NA,"species",NA,NA,"homotypicSynonym",NA,"Originally found in sources as accepted taxon within Atractides C.L.Koch, 1837","Animalia","Arthropoda","Arachnida","Trombidiformes","Hygrobatidae","Atractides","GBIF"
"BOTH",4546477,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2188419","2188429",NA,"Brachychochthonius suecicus Forsslund, 1942","Forsslund, 1942","Brachychochthonius suecicus","Brachychochthonius","suecicus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Brachychthoniidae","Sellnickochthonius","GBIF"
"BOTH",9753373,"7ddf754f-d193-4cc9-b351-99906754a03b","7499912","2187054",NA,"Euseius sacchari (Liang & Ke, 1983)","(Liang & Ke, 1983)","Euseius sacchari","Euseius","sacchari",NA,"species",NA,"Liang, L.R. & Ke, L.S. Notes on the finlandicus group of Amblyseius Berlese of China [in Chinese]. Acta Zootaxonomica Sinica, China, 8(2), 162–172. (1983).","heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Euseius","GBIF"
"BOTH",2194554,"7ddf754f-d193-4cc9-b351-99906754a03b","2194522","2194674",NA,"Phthiracarus wallworki Niedbala, 1984","Niedbala, 1984","Phthiracarus wallworki","Phthiracarus","wallworki",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"BOTH",4337136,"2d59e5db-57ad-41ff-97d6-11f5fb264527","2180728","2180754",NA,"Halacarus loricatus Trouessart, 1901","Trouessart, 1901","Halacarus loricatus","Halacarus","loricatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus","GBIF"
"BOTH",10263872,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2180728","2180754","4337136","Copidognathus loricatus (Trouessart, 1901)","(Trouessart, 1901)","Copidognathus loricatus","Copidognathus","loricatus",NA,"species",NA,NA,"synonym",NA,"Originally found in sources as accepted taxon within Copidognathus Trouessart, 1888","Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus","GBIF"
"BOTH",2196212,"7ddf754f-d193-4cc9-b351-99906754a03b","2196179",NA,NA,"Belba minuta Bulanova-Zachvatkina, 1962","Bulanova-Zachvatkina, 1962","Belba minuta","Belba","minuta",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Damaeidae","Belba","GBIF"
"BOTH",6548014,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2194522",NA,NA,"Phthiracarus rotundus Berlese, 1923","Berlese, 1923","Phthiracarus rotundus","Phthiracarus","rotundus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"BOTH",4337609,"2d59e5db-57ad-41ff-97d6-11f5fb264527","2180728",NA,NA,"Copidognathus adriaticus Viets, 1940","Viets, 1940","Copidognathus adriaticus","Copidognathus","adriaticus",NA,"species",NA,"Viets, K. 1940.  Meeresmilben aus der Adria (Halacaridae und Hydrachnellae, Acari).  Arch.  Naturgesch., (N.F.) 9: 1-135.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus","GBIF"
"BOTH",2187891,"7ddf754f-d193-4cc9-b351-99906754a03b","2187726",NA,NA,"Phytoseius nahuatlensis De Leon, 1959","De Leon, 1959","Phytoseius nahuatlensis","Phytoseius","nahuatlensis",NA,"species",NA,"De Leon, D. A new genus and three new species of phytoseiid mites from Mexico with collection records on Phytoseius plumifer (C. & F.) and P. macropilis (Banks). Entomological News, Philadelphia, USA, 70(6), 147–152. (1959).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Phytoseius","GBIF"
"BOTH",2194547,"7ddf754f-d193-4cc9-b351-99906754a03b","2188782","10798327","11103146","Phthiracarus retalticus (Stoll, 1891)","(Stoll, 1891)","Phthiracarus retalticus","Phthiracarus","retalticus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribotritiidae","Indotritia","GBIF"
"BOTH",2188548,"7ddf754f-d193-4cc9-b351-99906754a03b","2188508",NA,"6548004","Euphthiracarus reticulatus (Berlese, 1913)","(Berlese, 1913)","Euphthiracarus reticulatus","Euphthiracarus","reticulatus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae","Euphthiracarus","GBIF"
"BOTH",9331105,"1ec61203-14fa-4fbd-8ee5-a4a80257b45a","2191546",NA,NA,"Zetorchestes aokii Kriisper, 1997","Kriisper, 1997","Zetorchestes aokii","Zetorchestes","aokii",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Zetorchestes aokii Krisper, 1987","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Zetorchestidae","Zetorchestes","GBIF"
"BOTH",2187889,"7ddf754f-d193-4cc9-b351-99906754a03b","2187726",NA,NA,"Phytoseius bennetti De Leon, 1965","De Leon, 1965","Phytoseius bennetti","Phytoseius","bennetti",NA,"species",NA,"De Leon, D. Ten new species of Phytoseius (Pennaseius) from Mexico, Trinidad, and British Guiana with a key to species (Acarina: Phytoseiidae). Entomological News, Philadelphia, USA, 76(1), 11–21. (1965).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Phytoseius","GBIF"
"BOTH",9776171,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2197743",NA,NA,"Conchogneta delacarlica (Dyrdowska, 1929)","(Dyrdowska, 1929)","Conchogneta delacarlica","Conchogneta","delacarlica",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Autognetidae","Conchogneta","GBIF"
"BOTH",9804850,"7ddf754f-d193-4cc9-b351-99906754a03b","2196418",NA,NA,"Hydrozetes niloticus (Soliman, Hussein & Ramadan, 1991)","(Soliman, Hussein & Ramadan, 1991)","Hydrozetes niloticus","Hydrozetes","niloticus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Hydrozetes niloticus (Trägårdh, 1905)","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Hydrozetidae","Hydrozetes","GBIF"
"BOTH",2191560,"7ddf754f-d193-4cc9-b351-99906754a03b","2191546",NA,NA,"Zetorchestes aokii Krisper, 1987","Krisper, 1987","Zetorchestes aokii","Zetorchestes","aokii",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Zetorchestidae","Zetorchestes","GBIF"
"BOTH",2187905,"7ddf754f-d193-4cc9-b351-99906754a03b","2187726",NA,NA,"Phytoseius guianensis De Leon, 1965c","De Leon, 1965c","Phytoseius guianensis","Phytoseius","guianensis",NA,"species",NA,"De Leon, D. Ten new species of Phytoseius (Pennaseius) from Mexico, Trinidad, and British Guiana with a key to species (Acarina: Phytoseiidae). Entomological News, Philadelphia, USA, 76(1), 11–21. (1965).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Phytoseius","GBIF"
"BOTH",2187898,"7ddf754f-d193-4cc9-b351-99906754a03b","2187726",NA,NA,"Phytoseius rex De Leon, 1966","De Leon, 1966","Phytoseius rex","Phytoseius","rex",NA,"species",NA,"De Leon, D. Phytoseiidae of British Guyana with keys to species (Acarina: Mesostigmata). Studies on the Fauna of Suriname and other Guyanas, 8, 81–102. (1966).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Phytoseius","GBIF"
"BOTH",9179129,"c8227bb4-4143-443f-8cb2-51f9576aff14","4407078",NA,NA,"Myrmozercon cyrusi Ghafarian & Joharchi, 2013","Ghafarian & Joharchi, 2013","Myrmozercon cyrusi","Myrmozercon","cyrusi",NA,"species",NA,"Ghafarian, Azadeh, Omid Joharchi, Alireza Jalalizand & Mahdi Jalaeian. 2013. A new species of Myrmozercon Berlese (Acari, Mesostigmata, Laelapidae) associated with ant from Iran. ZooKeys 272: 21-28.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Myrmozercon","GBIF"
"BOTH",2194669,"7ddf754f-d193-4cc9-b351-99906754a03b","2194522",NA,"10963676","Phthiracarus mediocris (Niedbala, 2017)","(Niedbala, 2017)","Phthiracarus mediocris","Phthiracarus","mediocris",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"BOTH",4337620,"2d59e5db-57ad-41ff-97d6-11f5fb264527","2180728",NA,"7985536","Copidognathus loricatus (Lohmann, 1889)","(Lohmann, 1889)","Copidognathus loricatus","Copidognathus","loricatus",NA,"species",NA,"Lohmann, H. (1889). Die Unterfamilie der Halacaridae Murr.  und die Meeresmilben der Ostsee. <em>Zool.  Jb.  (Syst.).</em> 4: 269-408.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus","GBIF"
"BOTH",8823384,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10773818","4664433","Phthiracarus baloghi (Niedbala, 1987)","(Niedbala, 1987)","Phthiracarus baloghi","Phthiracarus","baloghi",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"BOTH",2194573,"7ddf754f-d193-4cc9-b351-99906754a03b","2194522",NA,NA,"Phthiracarus heteropilosus (Niedbala, 2004)","(Niedbala, 2004)","Phthiracarus heteropilosus","Phthiracarus","heteropilosus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"BOTH",2187803,"7ddf754f-d193-4cc9-b351-99906754a03b","2187726",NA,NA,"Phytoseius woodburyi De Leon, 1965","De Leon, 1965","Phytoseius woodburyi","Phytoseius","woodburyi",NA,"species",NA,"De Leon, D. Phytoseiid mites from Puerto Rico with descriptions of new species (Acarina: Mesostigmata). The Florida Entomologist, USA, 48(2), 121–131. (1965).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Phytoseius","GBIF"
"BOTH",9741230,"a6c6cead-b5ce-4a4e-8cf5-1542ba708dec","2194522",NA,NA,"Phthiracarus affinis (Trägårdh, 1907)","(Trägårdh, 1907)","Phthiracarus affinis","Phthiracarus","affinis",NA,"species",NA,"Checklist of Norwegian ticks and mites (Acari). Fauna norv. Ser. B 26:31-45","doubtful",NA,"Possible variant of Phthiracarus affinis (Hull, 1914)","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"BOTH",10272515,"0eaf216c-dc03-4315-bbc3-8ad455dc713a","4407078",NA,NA,"Myrmozercon cyrusi Berlese, 1902","Berlese, 1902","Myrmozercon cyrusi","Myrmozercon","cyrusi",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Myrmozercon cyrusi Ghafarian & Joharchi, 2013","Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Myrmozercon","GBIF"
"BOTH",7467129,"b52315e4-6a10-475b-89dc-92911a5657dd","2194522",NA,NA,"Hoploderma boreale Michael, 1898","Michael, 1898","Hoploderma boreale","Hoploderma","boreale",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"BOTH",2187807,"7ddf754f-d193-4cc9-b351-99906754a03b","2187726",NA,NA,"Phytoseius averrhoae De Leon, 1965","De Leon, 1965","Phytoseius averrhoae","Phytoseius","averrhoae",NA,"species",NA,"De Leon, D. Ten new species of Phytoseius (Pennaseius) from Mexico, Trinidad, and British Guiana with a key to species (Acarina: Phytoseiidae). Entomological News, Philadelphia, USA, 76(1), 11–21. (1965).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Phytoseius","GBIF"
"BOTH",2196421,"7ddf754f-d193-4cc9-b351-99906754a03b","2196418",NA,NA,"Hydrozetes niloticus (Trägårdh, 1905)","(Trägårdh, 1905)","Hydrozetes niloticus","Hydrozetes","niloticus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Hydrozetidae","Hydrozetes","GBIF"
