"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","dupe_dataset"
"NEW",11094442,"7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130380",NA,"Neopetrobia galeniae Meyer, 1974","Meyer, 1974","Neopetrobia galeniae","Neopetrobia","galeniae",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Neopetrobia","GBIF"
"NEW",11096699,"7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129454",NA,"Paraplonobia penicillatus Chaudhri, Akbar & Rasool, 1974","Chaudhri, Akbar & Rasool, 1974","Paraplonobia penicillatus","Paraplonobia","penicillatus",NA,"species",NA,"Chaudhri, W.M., Akbar, S. and Rasool, A. Taxonomic studies of the mites belonging to the families Tenuipalpidae, Tetranychidae, Tuckerellidae, Caligonellidae, Stigmaeidae and Phytoseiidae - PL-480 Project on mites. Lyallpur, Pakistan, University of Agriculture: 250 p. (1974).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Paraplonobia","GBIF"
"NEW",11097027,"d51d750d-3374-4f2c-81ff-860b8e592da4","4336760",NA,NA,"Lasioseius vitzthumi Westerboer, 1963","Westerboer, 1963","Lasioseius vitzthumi","Lasioseius","vitzthumi",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Lasioseius vitzthumi Stammer, 1963","Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"NEW",11097041,"7ddf754f-d193-4cc9-b351-99906754a03b","2129589","2129256",NA,"Mixonychus murrayae Gao & Ma, 1985","Gao & Ma, 1985","Mixonychus murrayae","Mixonychus","murrayae",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Mixonychus","GBIF"
"NEW",11097514,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344",NA,"10752385","Hoplophthiracarus cristatus (Liu, Wu & Chen, 2011)","(Liu, Wu & Chen, 2011)","Hoplophthiracarus cristatus","Hoplophthiracarus","cristatus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",11097591,"7ddf754f-d193-4cc9-b351-99906754a03b","2128695","2128698",NA,"Aponychus baghensis Prasad, 1975","Prasad, 1975","Aponychus baghensis","Aponychus","baghensis",NA,"species",NA,"Prasad, V. A new species of plant feeding mite from India (Acarina : Tetranychidae). International Journal of Acarology, 1: 1-4. (1975).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Stylophoronychus","GBIF"
"NEW",11098032,"7ddf754f-d193-4cc9-b351-99906754a03b","2129731","2129917",NA,"Schizotetranychus ulmicola Reck, 1948","Reck, 1948","Schizotetranychus ulmicola","Schizotetranychus","ulmicola",NA,"species",NA,"Reck, G.F. Descriptions of species of the genus Schizotetranychus (Träg.) from Georgia. Soobshcheniya Akademii Nauk Gruzinskoi SSR, 9: 445-452. (1948).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Eotetranychus","GBIF"
"NEW",11098569,"7ddf754f-d193-4cc9-b351-99906754a03b","2193416",NA,NA,"Galumna monticola Hammer, 1977","Hammer, 1977","Galumna monticola","Galumna","monticola",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Galumnidae","Galumna","GBIF"
"NEW",11099640,"7ddf754f-d193-4cc9-b351-99906754a03b","2130327","2130386",NA,"Neopetrobia eberlanziae Meyer, 1974","Meyer, 1974","Neopetrobia eberlanziae","Neopetrobia","eberlanziae",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Neopetrobia","GBIF"
"NEW",11100244,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130609",NA,"Oligonychus intermedius Meyer, 1964","Meyer, 1964","Oligonychus intermedius","Oligonychus","intermedius",NA,"species",NA,"Helle, W., Bolland, H.R. and Heitmans, W.R.B. A survey of chromosome complements in the Tetranychidae. International Journal of Acarology, 7: 147-156. (1981).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",11101061,"7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130300",NA,"Tetranychus arecana Tseng, 1990","Tseng, 1990","Tetranychus arecana","Tetranychus","arecana",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus","GBIF"
"NEW",11101322,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344",NA,NA,"Hoplophthiracarus glennieensis (Niedbala, 2006)","(Niedbala, 2006)","Hoplophthiracarus glennieensis","Hoplophthiracarus","glennieensis",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Hoplophthiracarus glennieensis (Niedbala, 2006)","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",11101376,"7ddf754f-d193-4cc9-b351-99906754a03b","2129731","2129949","2129955","Schizotetranychus pruni (Oudemans, 1931)","(Oudemans, 1931)","Schizotetranychus pruni","Schizotetranychus","pruni",NA,"species",NA,"Bagdasarian, A.T. Tetranychoid mites (superfamily Tetranychoidea). Fauna of the Armenian S.S.R. Erevan, Akademia Nauk Armenia S.S.R. Zool. Institut: 163 p. (1957).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Eotetranychus","GBIF"
"NEW",11102351,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10716425",NA,"Notophthiracarus ogmos (Niedbala, 2004)","(Niedbala, 2004)","Notophthiracarus ogmos","Notophthiracarus","ogmos",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",11102654,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130434",NA,"Oligonychus neoplegas Meyer, 1964","Meyer, 1964","Oligonychus neoplegas","Oligonychus","neoplegas",NA,"species",NA,"Helle, W., Bolland, H.R. and Heitmans, W.R.B. A survey of chromosome complements in the Tetranychidae. International Journal of Acarology, 7: 147-156. (1981).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",11103146,"7ddf754f-d193-4cc9-b351-99906754a03b","2188782","10798327",NA,"Phthiracarus retalticus Stoll, 1893","Stoll, 1893","Phthiracarus retalticus","Phthiracarus","retalticus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribotritiidae","Indotritia","GBIF"
"NEW",11103156,"7ddf754f-d193-4cc9-b351-99906754a03b","2194436",NA,NA,"Hoplophorella rafalskii (Niedbala, 1997)","(Niedbala, 1997)","Hoplophorella rafalskii","Hoplophorella","rafalskii",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Hoplophorella rafalskii (Niedbala, 1997)","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophorella","GBIF"
"NEW",11103648,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128987",NA,"Petrobia donnalucatensis Vacante, 1983","Vacante, 1983","Petrobia donnalucatensis","Petrobia","donnalucatensis",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",11104483,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420","2128963",NA,"Petrobia phaceliae Tuttle & Baker, 1964","Tuttle & Baker, 1964","Petrobia phaceliae","Petrobia","phaceliae",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. Spider mites of southwestern United States and a revision of the family Tetranychidae. Tuscon, Usa, The University of Arizona Press: 143 p. (1968).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",11105574,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130641",NA,"Oligonychus grypus Baker & Pritchard, 1960","Baker & Pritchard, 1960","Oligonychus grypus","Oligonychus","grypus",NA,"species",NA,"Helle, W., Bolland, H.R. and Heitmans, W.R.B. A survey of chromosome complements in the Tetranychidae. International Journal of Acarology, 7: 147-156. (1981).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",11108095,"7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130247",NA,"Tetranychus tumidus Banks, 1900","Banks, 1900","Tetranychus tumidus","Tetranychus","tumidus",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites of Mexico (Acarina : Tetranychidae). International Journal of Acarology, 2: 1-102. (1976).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus","GBIF"
"NEW",11108989,"7ddf754f-d193-4cc9-b351-99906754a03b","2129731","2129839",NA,"Schizotetranychus bakurianensis Reck, 1948","Reck, 1948","Schizotetranychus bakurianensis","Schizotetranychus","bakurianensis",NA,"species",NA,"Bagdasarian, A.T. Tetranychoid mites (superfamily Tetranychoidea). Fauna of the Armenian S.S.R. Erevan, Akademia Nauk Armenia S.S.R. Zool. Institut: 163 p. (1957).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Eotetranychus","GBIF"
"NEW",11109130,"7ddf754f-d193-4cc9-b351-99906754a03b","2130013","2129493",NA,"Paraplonobia echinopsili Wainstein, 1960","Wainstein, 1960","Paraplonobia echinopsili","Paraplonobia","echinopsili",NA,"species",NA,"Bolland, H.R., Gutierrez, J. and Flechtmann, C.H.W. World catalogue of the spider mite family (Acari: Tetranychidae). Leiden, Brill Academic Publishers: 392 p. (1998).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Paraplonobia","GBIF"
"NEW",11109919,"7ddf754f-d193-4cc9-b351-99906754a03b","2129731","2129806",NA,"Tetranychus truncatus Ehara, 1956","Ehara, 1956","Tetranychus truncatus","Tetranychus","truncatus",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Eotetranychus","GBIF"
"NEW",11110823,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4336768","6887853",NA,"Hyletastes missouriensis Ewing, 1909","Ewing, 1909","Hyletastes missouriensis","Hyletastes","missouriensis",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Pseudoparasitus","GBIF"
"NEW",11110824,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4406479","4547915","9429021","Pteronyssus subtruncatus (Trouessart, 1885)","(Trouessart, 1885)","Pteronyssus subtruncatus","Pteronyssus","subtruncatus",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Pteronyssidae","Sturnotrogus","GBIF"
"NEW",11111150,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4547815","4547820",NA,"Proctophyllodes bureschi Vassilev, 1958","Vassilev, 1958","Proctophyllodes bureschi","Proctophyllodes","bureschi",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Alaudicola","GBIF"
"NEW",2128224,"7ddf754f-d193-4cc9-b351-99906754a03b","2128218",NA,NA,"Pulaeus chongqingensis Bu & Li, 1987","Bu & Li, 1987","Pulaeus chongqingensis","Pulaeus","chongqingensis",NA,"species",NA,"Bu,G & Li, L. Two new species of the genus Pulaeus from China( Acariformes, Cunaxidae). Journal of Southwest Agricultural University, 9(1): 22- 26. (1987).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Cunaxidae","Pulaeus","GBIF"
"NEW",2128492,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2128489",NA,"4544453","Aceria genistae (Nalepa, 1892)","(Nalepa, 1892)","Aceria genistae","Aceria","genistae",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Aceria genistae (Canestrini, 1894)","Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","GBIF"
"NEW",2128536,"a43ec6d8-7b8a-4868-ad74-56b824c75698","2128528",NA,"4543900","Aculops lycopersici (Tryon, 1917)","(Tryon, 1917)","Aculops lycopersici","Aculops","lycopersici",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aculops","GBIF"
"NEW",2128697,"7ddf754f-d193-4cc9-b351-99906754a03b","2128695","2128696",NA,"Aponychus lalli Prasad, 1975","Prasad, 1975","Aponychus lalli","Aponychus","lalli",NA,"species",NA,"Prasad, V. Plant feeding mites of India (Acarina : Tetranychoidae) : I Genera Tuckerella and Aponychus. International Journal of Acarology, 1: 6-11. (1975).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Stylophoronychus","GBIF"
"NEW",2128700,"7ddf754f-d193-4cc9-b351-99906754a03b","2128695","2128698",NA,"Aponychus baghensis Prasad, 1975","Prasad, 1975","Aponychus baghensis","Aponychus","baghensis",NA,"species",NA,"Rimando, L.C. and Corpuz-Raros, L.A. A revision of the tribe Eurytetranychini in the Tetranychinae (Tetranychidae: Acari). Philippine Entomologist, 10: 9-14. (1996).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Stylophoronychus","GBIF"
"NEW",2128721,"7ddf754f-d193-4cc9-b351-99906754a03b","2130084",NA,NA,"Bryobia eharai Pritchard & Keifer, 1958","Pritchard & Keifer, 1958","Bryobia eharai","Bryobia","eharai",NA,"species",NA,"Pritchard, A.E. and Keifer, H.H. A guide to the spider mites of deciduous fruit trees. Annals of the Entomological Society of America, 51: 503-506. (1958).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Bryobia","GBIF"
"NEW",2128726,"7ddf754f-d193-4cc9-b351-99906754a03b","2130084",NA,NA,"Bryobia astragali Strunkova & Mitrofanov, 1983","Strunkova & Mitrofanov, 1983","Bryobia astragali","Bryobia","astragali",NA,"species",NA,"Strunkova, Z.I. and Mitrofanov, V.I. New species of the family Bryobiidae (Acariformes) from Middle Asia. Zoologicheskii Zhurnal, 62: 464-468. (1983).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Bryobia","GBIF"
"NEW",2128763,"7ddf754f-d193-4cc9-b351-99906754a03b","2130084",NA,NA,"Bryobia praetiosa Koch, 1836","Koch, 1836","Bryobia praetiosa","Bryobia","praetiosa",NA,"species",NA,"Koch, C.L. Deutsche Crustacea, Myriapoda, Arachnida. fasc. 1: (1836).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Bryobia","GBIF"
"NEW",2128772,"7ddf754f-d193-4cc9-b351-99906754a03b","2130084",NA,NA,"Bryobia parietariae Reck, 1947","Reck, 1947","Bryobia parietariae","Bryobia","parietariae",NA,"species",NA,"Reck, G.F. Genus Bryobia Koch (Tetranychidae) described on the data material from Georgia. Soobshcheniya Akademii Nauk Gruzinskoi SSR, 8: 653-660. (1947).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Bryobia","GBIF"
"NEW",2128781,"7ddf754f-d193-4cc9-b351-99906754a03b","2129290","2129317","2129317","Bryobia bakeri (McGregor, 1950)","(McGregor, 1950)","Bryobia bakeri","Bryobia","bakeri",NA,"species",NA,"Pritchard, A.E. and Baker, E.W. A revision of the spider mite family Tetranychidae. Memoirs Series, San Francisco, Pacific Coast Entomological Society, 2: 472 p. (1955).","heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Pseudobryobia","GBIF"
"NEW",2128791,"7ddf754f-d193-4cc9-b351-99906754a03b","2130084",NA,"2128792","Bryobia aegyptiacus (Zaher, Gomaa & El-Enany, 1982)","(Zaher, Gomaa & El-Enany, 1982)","Bryobia aegyptiacus","Bryobia","aegyptiacus",NA,"species",NA,"Zaher, M.A., Gomaa, E.A. and El-Enany, M.A. Spider mites of Egypt (Acari: Tetranychidae). International Journal of Acarology, 8: 91-114. (1982).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Bryobia","GBIF"
"NEW",2128831,"7ddf754f-d193-4cc9-b351-99906754a03b","2130084",NA,NA,"Bryobia ziziphorae Strunkova & Mitrofanov, 1983","Strunkova & Mitrofanov, 1983","Bryobia ziziphorae","Bryobia","ziziphorae",NA,"species",NA,"Strunkova, Z.I. and Mitrofanov, V.I. New species of the family Bryobiidae (Acariformes) from Middle Asia. Zoologicheskii Zhurnal, 62: 464-468. (1983).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Bryobia","GBIF"
"NEW",2128910,"7ddf754f-d193-4cc9-b351-99906754a03b","2128908","2128909",NA,"Schizotetranychus cornus Pritchard & Baker, 1955","Pritchard & Baker, 1955","Schizotetranychus cornus","Schizotetranychus","cornus",NA,"species",NA,"Manson, D.C.M. The spider mite family Tetranychidae in New Zealand. III. The genus Schizotetranychus. Acarologia, 9: 823-840. (1967).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Yezonychus","GBIF"
"NEW",2128923,"7ddf754f-d193-4cc9-b351-99906754a03b","2128916","2128922",NA,"Monoceronychus cervus Wainstein, 1956","Wainstein, 1956","Monoceronychus cervus","Monoceronychus","cervus",NA,"species",NA,"Wainstein, B.A. A revision of the tribe Petrobiini (Reck) (Acariformes, Tetranychidae). Entomologicheskoe Obozrenie, 39: 214-226. (1960).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Mesobryobia","GBIF"
"NEW",2128927,"7ddf754f-d193-4cc9-b351-99906754a03b","2128916","2128925","2128926","Monoceronychus terpoghossiani (Bagdasarian, 1959)","(Bagdasarian, 1959)","Monoceronychus terpoghossiani","Monoceronychus","terpoghossiani",NA,"species",NA,"Wainstein, B.A. A revision of the tribe Petrobiini (Reck) (Acariformes, Tetranychidae). Entomologicheskoe Obozrenie, 39: 214-226. (1960).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Mesobryobia","GBIF"
"NEW",2128937,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia jingheensis Ma & Gao, 1991","Ma & Gao, 1991","Petrobia jingheensis","Petrobia","jingheensis",NA,"species",NA,"Ma, E.P. and Gao, J.R. A new species of Petrobia from China (Acari: Tetranychidae). Acta Entomologica Sinica, 34: 241-243. (1991).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128938,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia zachvatkini Reck & Bagdasarian, 1949","Reck & Bagdasarian, 1949","Petrobia zachvatkini","Petrobia","zachvatkini",NA,"species",NA,"Reck, G.F. and Bagdasarian, A.T. Opisanie novyh vidov ie rodov Petrobia i Tetranychina (Tetranychidae, Acarina). Dokl. Akademia Nauk Armenia SSR. Erevan, 10: 189-192. (1949).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128940,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia apicalis Banks, 1917","Banks, 1917","Petrobia apicalis","Petrobia","apicalis",NA,"species",NA,"Banks, N. New Mites, mostly economic (Arach., Acar.). Entomological News, 28: 193-199. (1917).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128943,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia haematoxylon Meyer, 1987","Meyer, 1987","Petrobia haematoxylon","Petrobia","haematoxylon",NA,"species",NA,"Meyer, M.K.P.S. African Tetranychidae (Acari: Prostigmata) - with reference to the world genera. Entomology Memoir, Department of Agriculture and Water Supply, Republic of South Africa, 69: 1-175. (1987).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128944,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,"5167820","Petrobia latens (Müller, 1776)","(Müller, 1776)","Petrobia latens","Petrobia","latens",NA,"species",NA,"Muller, O.F. Zoologiae Danicae Prodromus. Copenhagen: 282 p. (1776).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128959,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia prasadi Baker & Tuttle, 1994","Baker & Tuttle, 1994","Petrobia prasadi","Petrobia","prasadi",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. A guide to the spider mites (Tetranychidae) of the United States. West Bloomfield, USA, Indira Publishing House: 347 p. (1994).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128963,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia phaceliae Tuttle & Baker, 1964","Tuttle & Baker, 1964","Petrobia phaceliae","Petrobia","phaceliae",NA,"species",NA,"Tuttle, D.M. and Baker, E.W. The spider mites of Arizona (Acarina : Tetranychidae). Agricultural Experiment Station, University of Arizona, Technical Bulletin, 158: 1-41. (1964).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128964,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia carthagensis Auger & Flechtmann, 2009","Auger & Flechtmann, 2009","Petrobia carthagensis","Petrobia","carthagensis",NA,"species",NA,"Auger, P., Chaaban, S.B., Grissa, K.L., Khoualdia, O. and Flechtmann, C.H.W. Five new species of Tetranychidae (Acarina, Prostigmata) from south Tunisian oasis areas. Zootaxa, 2232, 29-49. (2009).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128965,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia mexicana Baker & Tuttle, 1983","Baker & Tuttle, 1983","Petrobia mexicana","Petrobia","mexicana",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. A new species of Petrobia (Acari: Tetranychidae) from Mexico collected in quarantine at El Paso, Texas. International Journal of Acarology, 9: 157-159. (1983).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128966,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia waltheriae Tuttle, Baker & Abbatiello, 1974","Tuttle, Baker & Abbatiello, 1974","Petrobia waltheriae","Petrobia","waltheriae",NA,"species",NA,"Tuttle, D.M., Baker, E.W. and Abbatiello, M. Spider mites from northwestern and north central Mexico (Acarina: Tetranychidae). Smithsonian Contributions to Zoology, 171: 1-18. (1974).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128968,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia vachushtii Reck, 1948","Reck, 1948","Petrobia vachushtii","Petrobia","vachushtii",NA,"species",NA,"Reck, G.F. Fauna of spider mites (Tetranychidae, Acari) from Georgia. Trudy Zoologicheskogo Instituta Akademia Nauk Gruz.S.S.R., 8: 175-185. (1948).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128970,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia xerophila Mitrofanov, 1975","Mitrofanov, 1975","Petrobia xerophila","Petrobia","xerophila",NA,"species",NA,"Mitrofanov, V.I. Two new species of mites from the family Bryobiidae (Acariformes). Zoologicheskii Zhurnal, 54: 305-306. (1975).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128972,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia brevipes Reck & Bagdasarian, 1949","Reck & Bagdasarian, 1949","Petrobia brevipes","Petrobia","brevipes",NA,"species",NA,"Reck, G.F. and Bagdasarian, A.T. Opisanie novyh vidov ie rodov Petrobia i Tetranychina (Tetranychidae, Acarina). Dokl. Akademia Nauk Armenia SSR. Erevan, 10: 189-192. (1949).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128973,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia enodis Meyer, 1987","Meyer, 1987","Petrobia enodis","Petrobia","enodis",NA,"species",NA,"Meyer, M.K.P.S. African Tetranychidae (Acari: Prostigmata) - with reference to the world genera. Entomology Memoir, Department of Agriculture and Water Supply, Republic of South Africa, 69: 1-175. (1987).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128974,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia barkolensis Wang & Cui, 1992","Wang & Cui, 1992","Petrobia barkolensis","Petrobia","barkolensis",NA,"species",NA,"Wang, H.F. and Cui, Y.Q. New records of Tetranychidae from China, with description of a new species of Petrobia. Sinozoologica, 4: 345-347. (1992).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128975,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia hemerocallis Wang, 1982","Wang, 1982","Petrobia hemerocallis","Petrobia","hemerocallis",NA,"species",NA,"Wang, H.F. A new species and a new record of Petrobia from China (Acarina : Tetranychidae). Sinozoologica, 2: 67-69. (1982).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
